study_id,year,month,day,participant,age_in_years,sex,species,trial,family,training,order,strat,hidden_location_1,hidden_location_2,correct_place ,correct_feature,response ,correct,switch,choice,fing,exclude
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,10,3,3,place_first,feature,right ,center ,right ,center ,right ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,11,3,3,place_first,feature,left,left,left,left,left,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,12,3,3,place_first,feature,center,center,center,center,center,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,13,3,3,place_first,feature,right,right,right,right,right,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,7,27,ruby_b'windi,6,f,gorilla,10,2,18,place_first,feature,left ,right ,left ,right ,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,7,27,ruby_b'windi,6,f,gorilla,11,2,18,place_first,feature,left ,left ,left ,left ,center ,incorrect,no_switch,error,keep,keep
haun2006evolutionary,2004,8,4,limbuko,8,m,bonobo,13,3,4,place_first,feature,left,left,left,left,left,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,9,3,3,place_first,place,center,center,center,unknown,center,correct,switch,place,keep,keep
haun2006evolutionary,2004,8,5,gertrudia,11,f,chimpanzee,10,3,4,place_first,feature,center,center,center,center,center,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,5,gertrudia,11,f,chimpanzee,11,3,4,place_first,feature,center ,left ,center ,left ,center ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,5,gertrudia,11,f,chimpanzee,12,3,4,place_first,feature,left,left,left,left,left,correct,no_switch,both,keep,exclude
haun2006evolutionary,2004,8,5,gertrudia,11,f,chimpanzee,13,3,4,place_first,feature,right ,left ,right ,left ,right ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,10,3,6,place_first,feature,center,center,center,center,center,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,11,3,6,place_first,feature,right ,center ,right ,center ,right ,incorrect,switch,place,exclude,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,12,3,6,place_first,feature,left,left,left,left,left,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,13,3,6,place_first,feature,center ,left ,center ,left ,left ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,9,8,bimbo,23,m,orangutan,14,1,8,place_first,feature,left,left,left,left,left,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,9,8,bimbo,23,m,orangutan,15,1,8,place_first,feature,right,right,right,right,right,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,9,8,bimbo,23,m,orangutan,16,1,8,place_first,feature,right ,left ,right ,left ,right ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,9,8,bimbo,23,m,orangutan,17,1,8,place_first,feature,left,right,left,right,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,9,8,bimbo,23,m,orangutan,18,1,8,place_first,feature,center ,center,center,center ,center ,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,5,fifi,11,f,chimpanzee,14,3,3,place_first,feature,right,right,right,right,right,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,5,fifi,11,f,chimpanzee,15,3,3,place_first,feature,left ,center,left ,center ,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,5,fifi,11,f,chimpanzee,16,3,3,place_first,feature,right ,left ,right ,left ,right ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,5,fifi,11,f,chimpanzee,17,3,3,place_first,feature,center ,right ,center ,right ,right ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,5,fifi,11,f,chimpanzee,18,3,3,place_first,feature,left ,right ,left,right,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,5,fraukje,28,f,chimpanzee,14,3,3,place_first,feature,left,left,left,left,left,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,5,fraukje,28,f,chimpanzee,15,3,3,place_first,feature,right ,left ,right ,left ,right,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,4,ulindi,10,f,bonobo,16,3,7,feature_first,place,center,center ,center ,left ,center ,correct,switch,place,keep,keep
haun2006evolutionary,2004,8,5,fraukje,28,f,chimpanzee,17,3,3,place_first,feature,center,center,center,center,center,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,5,fraukje,28,f,chimpanzee,18,3,3,place_first,feature,center ,left ,center ,left ,left ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,7,27,gorgo,23,m,gorilla,14,2,3,place_first,feature,center,center,center,center,center,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,4,ulindi,10,f,bonobo,17,3,7,feature_first,place,right,right,right,right,right,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,7,27,gorgo,23,m,gorilla,15,2,3,place_first,feature,right ,left ,right ,left ,center ,incorrect,switch,error,keep,keep
haun2006evolutionary,2004,7,27,gorgo,23,m,gorilla,16,2,3,place_first,feature,center ,left ,center,left ,center ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,7,27,gorgo,23,m,gorilla,17,2,3,place_first,feature,left ,right ,left ,right ,right ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,4,kuno,7,m,bonobo,18,3,3,feature_first,place,center,center,center,center,center,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,4,limbuko,8,m,bonobo,14,3,4,place_first,feature,center ,left ,center ,left ,right ,incorrect,switch,error,keep,keep
haun2006evolutionary,2004,8,4,limbuko,8,m,bonobo,15,3,4,place_first,feature,left ,center ,left ,center ,center ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,4,limbuko,8,m,bonobo,16,3,4,place_first,feature,center,center,center,center,center,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,4,limbuko,8,m,bonobo,17,3,4,place_first,feature,right ,left ,right ,left,left ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,4,ulindi,10,f,bonobo,18,3,7,feature_first,place,left ,left ,left ,center ,left ,correct,switch,place,keep,keep
haun2006evolutionary,2004,7,27,gorgo,23,m,gorilla,18,2,3,place_first,feature,right ,center ,right ,center ,center ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,5,natascha,24,f,chimpanzee,16,3,4,place_first,feature,center ,right ,center ,right ,center ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,5,natascha,24,f,chimpanzee,17,3,4,place_first,feature,right ,left ,right ,left ,right ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,5,natascha,24,f,chimpanzee,18,3,4,place_first,feature,left ,right ,left ,right ,right ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,9,8,padana,6,f,orangutan,14,1,12,place_first,feature,left ,center ,left ,center ,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,9,8,padana,6,f,orangutan,15,1,12,place_first,feature,left,left,left,left,left,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,9,8,padana,6,f,orangutan,16,1,12,place_first,feature,right ,center ,right ,center,center ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,9,8,padana,6,f,orangutan,17,1,12,place_first,feature,center,left ,center ,left ,center ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,9,8,padana,6,f,orangutan,18,1,12,place_first,feature,center ,center ,center ,center ,left ,incorrect,no_switch,error,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,14,3,3,place_first,feature,left ,right,left ,right,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,15,3,3,place_first,feature,center ,left ,center ,left ,center ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,16,3,3,place_first,feature,center ,right ,center ,right ,center ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,17,3,3,place_first,feature,right ,left ,right ,left ,left ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,6,robert,28,m,chimpanzee,18,3,3,place_first,feature,left ,center ,left ,center ,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,7,27,ruby_b'windi,6,f,gorilla,14,2,18,place_first,feature,right ,center ,right ,center ,center ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,7,27,ruby_b'windi,6,f,gorilla,15,2,18,place_first,feature,center ,left ,center ,left ,left ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,7,27,ruby_b'windi,6,f,gorilla,16,2,18,place_first,feature,center,center,center,center,center,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,7,27,ruby_b'windi,6,f,gorilla,17,2,18,place_first,feature,right,right,right,right,right,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,7,27,ruby_b'windi,6,f,gorilla,18,2,18,place_first,feature,right ,left ,right ,left ,left ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,5,gertrudia,11,f,chimpanzee,14,3,4,place_first,feature,right ,center ,right ,center ,center ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,4,limbuko,8,m,bonobo,18,3,4,place_first,feature,right,right,right,right,right,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,5,gertrudia,11,f,chimpanzee,16,3,4,place_first,feature,right,right,right,right,right,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,5,gertrudia,11,f,chimpanzee,17,3,4,place_first,feature,left ,center ,left ,center ,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,5,gertrudia,11,f,chimpanzee,18,3,4,place_first,feature,left ,right ,left ,right ,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,14,3,6,place_first,feature,right,right,right,right,right,correct,no_switch,both,keep,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,15,3,6,place_first,feature,left ,center ,left ,center ,left ,incorrect,switch,place,keep,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,16,3,6,place_first,feature,right ,left ,right ,left,right ,incorrect,switch,place,exclude,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,17,3,6,place_first,feature,center ,right ,center ,right ,right ,correct,switch,feature,keep,keep
haun2006evolutionary,2004,8,4,yasa,6,f,bonobo,18,3,6,place_first,feature,left ,right,left ,right,left ,incorrect,switch,place,keep,keep
