study_id,experiment,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,dyad,species,session,trial,condition,prosocial_option,focal_participant_choice,prosocial_choice
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,15,na ,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,16,na ,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,17,na ,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,18,na ,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,19,na ,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,20,na ,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,21,na ,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,22,na ,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,23,na ,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,2,24,na ,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,25,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,26,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,27,ra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,28,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,29,ra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,30,ra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,31,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,32,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,33,ra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,34,ra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,35,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,3,36,ra,b,c,0
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,37,ra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,38,ra,b,c,0
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,39,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,40,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,41,ra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,42,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,43,ra,b,c,0
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,44,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,45,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,46,ra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,47,ra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,4,48,ra,b,c,0
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,49,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,50,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,51,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,52,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,53,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,54,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,55,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,56,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,57,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,58,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,59,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,5,60,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,61,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,62,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,63,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,64,nra,b,c,0
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,65,nra,c,b,0
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,66,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,67,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,68,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,69,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,70,nra,b,b,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,71,nra,c,c,1
schmelz2017chimpanzees,3,frodo,20,m,focal_participant,tai,12,f,partner,frodo_tai,chimpanzee,6,72,nra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,1,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,2,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,3,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,4,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,5,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,6,ra,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,7,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,8,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,9,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,10,ra,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,11,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,1,12,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,13,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,14,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,15,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,16,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,17,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,18,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,19,ra,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,20,ra,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,21,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,22,ra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,23,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,2,24,ra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,25,na ,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,26,na ,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,27,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,28,na ,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,29,na ,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,30,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,31,na ,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,32,na ,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,33,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,34,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,35,na ,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,3,36,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,37,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,38,na ,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,39,na ,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,40,na ,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,41,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,42,na ,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,43,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,44,na ,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,45,na ,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,46,na ,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,47,na ,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,4,48,na ,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,49,nra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,50,nra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,51,nra,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,52,nra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,53,nra,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,54,nra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,55,nra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,56,nra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,57,nra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,58,nra,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,59,nra,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,5,60,nra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,61,nra,b,c,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,62,nra,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,63,nra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,64,nra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,65,nra,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,66,nra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,67,nra,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,68,nra,c,c,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,69,nra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,70,nra,b,b,1
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,71,nra,c,b,0
schmelz2017chimpanzees,3,kara,8,f,focal_participant,tai,12,f,partner,kara_tai,chimpanzee,6,72,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,1,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,2,nra,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,3,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,4,nra,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,5,nra,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,6,nra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,7,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,8,nra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,9,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,10,nra,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,11,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,1,12,nra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,13,nra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,14,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,15,nra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,16,nra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,17,nra,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,18,nra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,19,nra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,20,nra,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,21,nra,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,22,nra,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,23,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,2,24,nra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,25,na ,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,26,na ,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,27,na ,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,28,na ,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,29,na ,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,30,na ,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,31,na ,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,32,na ,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,33,na ,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,34,na ,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,35,na ,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,3,36,na ,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,37,na ,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,38,na ,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,39,na ,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,40,na ,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,41,na ,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,42,na ,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,43,na ,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,44,na ,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,45,na ,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,46,na ,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,47,na ,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,4,48,na ,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,49,ra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,50,ra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,51,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,52,ra,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,53,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,54,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,55,ra,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,56,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,57,ra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,58,ra,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,59,ra,b,c,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,5,60,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,6,61,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,6,62,ra,c,c,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,6,63,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,6,64,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,6,65,ra,c,b,0
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,6,66,ra,b,b,1
schmelz2017chimpanzees,3,kofi,9,m,focal_participant,tai,12,f,partner,kofi_tai,chimpanzee,6,67,ra,c,c,1
