study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,condition,position,chosen,correct
hribar2011great,1,2009,02,28,annett,9.0,f,chimpanzee,1.0,5.0,half_table,left,left,yes
hribar2011great,1,2009,02,28,annett,9.0,f,chimpanzee,1.0,6.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,28,annett,9.0,f,chimpanzee,1.0,7.0,half_table,right,right,yes
hribar2011great,1,2009,02,28,annett,9.0,f,chimpanzee,1.0,8.0,half_table,left,left,yes
hribar2011great,1,2009,02,28,annett,9.0,f,chimpanzee,1.0,9.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,28,annett,9.0,f,chimpanzee,1.0,10.0,half_table,right,middle,no
hribar2011great,1,2009,02,28,annett,9.0,f,chimpanzee,1.0,11.0,half_table,left,left,yes
hribar2011great,1,2009,02,28,annett,9.0,f,chimpanzee,1.0,12.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,1.0,half_table,middle,right,no
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,2.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,3.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,4.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,5.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,6.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,7.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,8.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,9.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,10.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,11.0,half_table,middle,right,no
hribar2011great,1,2009,02,14,limbuko,13.0,m,bonobo,1.0,12.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,1.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,2.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,3.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,4.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,5.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,6.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,7.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,8.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,9.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,10.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,11.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,kuno,12.0,m,bonobo,1.0,12.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,1.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,2.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,3.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,4.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,5.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,6.0,half_table,middle,left,no
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,7.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,8.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,9.0,half_table,middle,left,no
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,10.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,11.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,joey,26.0,m,bonobo,1.0,12.0,half_table,middle,left,no
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,1.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,2.0,half_table,middle,left,no
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,3.0,half_table,left,right,no
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,4.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,5.0,half_table,right,left,no
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,6.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,7.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,8.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,9.0,half_table,right,middle,no
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,10.0,half_table,middle,left,no
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,11.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,ulindi,15.0,f,bonobo,1.0,12.0,half_table,middle,right,no
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,1.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,2.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,3.0,half_table,right,left,no
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,4.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,5.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,6.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,7.0,half_table,middle,middle,yes
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,8.0,half_table,right,right,yes
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,9.0,half_table,left,left,yes
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,10.0,half_table,right,middle,no
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,11.0,half_table,middle,right,no
hribar2011great,1,2009,02,14,yasa,11.0,f,bonobo,1.0,12.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,1.0,half_table,middle,right,no
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,2.0,half_table,middle,right,no
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,3.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,4.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,5.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,6.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,7.0,half_table,middle,right,no
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,8.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,9.0,half_table,left,middle,no
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,10.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,11.0,half_table,middle,right,no
hribar2011great,1,2009,03,10,padana,11.0,f,orangutan,1.0,12.0,half_table,left,middle,no
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,1.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,2.0,half_table,middle,middle,yes
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,3.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,4.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,5.0,half_table,left,right,no
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,6.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,7.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,8.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,9.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,10.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,11.0,half_table,left,right,no
hribar2011great,1,2009,03,10,pini,20.0,f,orangutan,1.0,12.0,half_table,middle,right,no
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,1.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,2.0,half_table,middle,middle,yes
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,3.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,4.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,5.0,half_table,right,left,no
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,6.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,7.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,8.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,9.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,10.0,half_table,middle,right,no
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,11.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,dokana,20.0,f,orangutan,1.0,12.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,1.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,2.0,half_table,middle,middle,yes
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,3.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,4.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,5.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,6.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,7.0,half_table,right,left,no
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,8.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,9.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,10.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,11.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,dunja,35.0,f,orangutan,1.0,12.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,1.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,2.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,3.0,half_table,right,left,no
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,4.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,5.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,6.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,7.0,half_table,right,left,no
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,8.0,half_table,left,right,no
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,9.0,half_table,middle,left,no
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,10.0,half_table,right,right,yes
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,11.0,half_table,left,left,yes
hribar2011great,1,2009,03,10,bimbo,28.0,m,orangutan,1.0,12.0,half_table,middle,left,no
