study_id,year,month,day,participant,age_in_years,sex,species,group_original,sessiontotal,sessioncond,trial,condition,appleft,appright,toneleft,toneright,indicated,choice,code,train
bohn2019natural,2015,12,9,bimbo,35.0,m,orangutan,training,19.0,8.0,6.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,9,bimbo,35.0,m,orangutan,training,19.0,8.0,7.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,9,bimbo,35.0,m,orangutan,training,19.0,8.0,8.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,9,bimbo,35.0,m,orangutan,training,19.0,8.0,9.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,9,bimbo,35.0,m,orangutan,training,19.0,8.0,10.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,9,bimbo,35.0,m,orangutan,training,19.0,8.0,11.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,9,bimbo,35.0,m,orangutan,training,19.0,8.0,12.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,1.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,2.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,3.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,4.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,5.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,6.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,7.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,8.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,9.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,10.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,11.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,9,pini,27.0,f,orangutan,training,17.0,12.0,12.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,1.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,2.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,3.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,4.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,5.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,6.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,7.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,8.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,9.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,10.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,11.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,9,padana,18.0,f,orangutan,notraining,18.0,6.0,12.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,1.0,test2,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,2.0,test2,turncrank,pushin,low,high,l,l,1.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,3.0,test2,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,4.0,test2,turncrank,pushin,low,high,r,l,0.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,5.0,test2,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,6.0,test2,turncrank,pushin,low,high,r,l,0.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,7.0,test2,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,8.0,test2,turncrank,pushin,low,high,r,l,0.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,9.0,test2,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,10.0,test2,turncrank,pushin,low,high,l,l,1.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,11.0,test2,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,12,15,dokana,26.0,f,orangutan,notraining,15.0,1.0,12.0,test2,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,1.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,2.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,3.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,4.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,5.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,6.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,7.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,8.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,9.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,10.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,11.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,bimbo,35.0,m,orangutan,training,20.0,9.0,12.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,1.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,2.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,3.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,4.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,5.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,6.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,7.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,8.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,9.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,10.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,11.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,15,pini,27.0,f,orangutan,training,17.0,13.0,12.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,1.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,2.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,3.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,4.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,5.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,6.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,7.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,8.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,9.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,10.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,11.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,15,padana,18.0,f,orangutan,notraining,19.0,7.0,12.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,1.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,2.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,3.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,4.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,5.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,6.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,7.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,8.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,9.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,10.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,11.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,16,pini,27.0,f,orangutan,training,18.0,14.0,12.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,1.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,2.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,3.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,4.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,5.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,6.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,7.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,8.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,9.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,10.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,11.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,16,bimbo,35.0,m,orangutan,training,21.0,10.0,12.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,1.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,2.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,3.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,4.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,5.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,6.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,7.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,8.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,9.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,10.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,11.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,16,padana,18.0,f,orangutan,notraining,20.0,8.0,12.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,1.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,2.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,3.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,4.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,5.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,6.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,7.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,8.0,training2,pulldown,pushin,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,9.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,10.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,11.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,17,padana,18.0,f,orangutan,notraining,21.0,9.0,12.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,1.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,2.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,3.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,4.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,5.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,6.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,7.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,8.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,9.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,10.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,11.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,17,bimbo,35.0,m,orangutan,training,22.0,11.0,12.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,1.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,2.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,3.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,4.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,5.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,6.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,7.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,8.0,training2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,9.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,10.0,training2,pushin,pulldown,high,low,l,r,0.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,11.0,training2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,17,pini,27.0,f,orangutan,training,19.0,16.0,12.0,training2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,1.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,2.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,3.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,4.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,5.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,6.0,training2,pushin,pulldown,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,7.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,8.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,9.0,training2,pushin,pulldown,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,10.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,11.0,training2,pushin,pulldown,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,bimbo,35.0,m,orangutan,training,23.0,12.0,12.0,training2,pushin,pulldown,low,high,r,r,1.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,1.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,2.0,training2,pulldown,pushin,low,high,l,r,0.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,3.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,4.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,5.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,6.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,7.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,8.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,9.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,10.0,training2,pulldown,pushin,low,high,r,l,0.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,11.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,padana,18.0,f,orangutan,notraining,22.0,10.0,12.0,training2,pulldown,pushin,low,high,l,l,1.0,0.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,1.0,test2,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,2.0,test2,turncrank,pushin,low,high,l,l,1.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,3.0,test2,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,4.0,test2,turncrank,pushin,low,high,r,l,0.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,5.0,test2,turncrank,pushin,low,high,l,l,1.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,6.0,test2,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,7.0,test2,turncrank,pushin,low,high,l,l,1.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,8.0,test2,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,9.0,test2,turncrank,pushin,low,high,r,l,0.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,10.0,test2,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,11.0,test2,turncrank,pushin,low,high,l,r,0.0,1.0
bohn2019natural,2015,12,18,dokana,26.0,f,orangutan,notraining,16.0,2.0,12.0,test2,turncrank,pushin,low,high,r,r,1.0,1.0
bohn2019natural,2015,12,18,pini,27.0,f,orangutan,training,20.0,1.0,1.0,test2,pushin,pulldown,high,low,l,l,1.0,0.0
bohn2019natural,2015,12,18,pini,27.0,f,orangutan,training,20.0,1.0,2.0,test2,pushin,pulldown,high,low,r,r,1.0,0.0
bohn2019natural,2015,12,18,pini,27.0,f,orangutan,training,20.0,1.0,3.0,test2,pushin,pulldown,high,low,r,l,0.0,0.0
bohn2019natural,2015,12,18,pini,27.0,f,orangutan,training,20.0,1.0,4.0,test2,pushin,pulldown,high,low,l,r,0.0,0.0
